borrower_type,monthly_inflow,upi_tx_count_monthly,upi_debit_to_credit_ratio,cashflow_volatility,utility_payment_delay_days,telecom_recharge_regularity,gst_filing_punctuality,ecommerce_cancellation_rate,mobility_activity_score,is_default
kirana_merchant,68477.71,48,0.617,0.384,3,0.503,0.448,0.129,55.4,0
gig_worker,13401.09,46,0.89,0.404,8,0.778,0.0,0.329,76.8,0
gig_worker,29497.47,39,0.763,0.341,5,0.321,0.0,0.141,79.4,0
kirana_merchant,27848.73,50,0.989,0.356,13,0.343,0.045,0.247,39.7,0
kirana_merchant,6599.08,40,0.835,0.423,4,0.304,0.328,0.197,39.8,1
gig_worker,23537.3,50,0.971,0.82,2,0.415,0.0,0.214,70.1,1
gig_worker,33664.75,54,1.054,0.12,2,0.349,0.0,0.348,55.6,0
freelancer,32117.45,42,0.781,0.6,7,0.819,0.0,0.291,74.6,0
kirana_merchant,42266.93,50,1.095,0.81,6,0.67,0.501,0.323,31.3,1
kirana_merchant,22164.66,44,0.675,0.434,3,0.497,0.586,0.24,37.6,0
kirana_merchant,38416.88,46,0.922,0.621,4,0.364,0.459,0.153,49.1,0
gig_worker,19059.78,46,0.617,0.569,2,0.842,0.0,0.145,65.7,0
gig_worker,13289.99,43,0.707,0.371,0,0.904,0.0,0.34,76.0,0
gig_worker,14060.66,51,0.917,0.21,1,0.882,0.0,0.118,46.1,0
gig_worker,12951.21,35,0.623,0.276,12,0.94,0.0,0.081,71.5,1
kirana_merchant,44568.96,42,0.651,0.146,2,0.846,0.065,0.063,29.0,0
kirana_merchant,12615.9,47,0.746,0.712,4,0.706,0.065,0.2,50.4,0
freelancer,30853.93,38,0.888,0.526,5,0.544,0.0,0.253,58.9,0
freelancer,23553.69,51,0.608,0.729,6,0.432,0.0,0.182,64.4,1
gig_worker,25557.23,46,0.841,0.332,0,0.205,0.0,0.318,65.7,0
kirana_merchant,53199.47,41,0.913,0.744,6,0.866,0.706,0.263,5.0,1
kirana_merchant,21607.3,44,0.801,0.347,15,0.549,0.597,0.077,49.2,0
freelancer,36526.77,44,0.634,0.197,9,0.898,0.0,0.335,30.4,1
gig_worker,27413.25,43,0.905,0.527,2,0.457,0.0,0.236,58.9,1
kirana_merchant,24934.07,42,0.903,0.856,9,0.47,0.457,0.077,48.1,1
kirana_merchant,84964.14,46,0.853,0.432,6,0.217,0.383,0.165,47.4,1
gig_worker,13086.4,50,0.947,0.512,2,0.588,0.0,0.171,82.0,0
gig_worker,51254.87,45,0.704,0.461,0,0.591,0.0,0.228,64.9,0
kirana_merchant,37354.3,47,0.939,0.466,2,0.724,0.273,0.335,34.4,1
kirana_merchant,21167.82,36,0.681,0.271,1,0.8,0.635,0.149,33.9,0
gig_worker,60758.32,42,0.796,0.438,0,0.478,0.0,0.213,62.5,0
kirana_merchant,10678.04,53,0.634,0.498,9,0.942,0.312,0.148,54.8,0
gig_worker,20725.43,37,1.01,0.696,0,0.565,0.0,0.318,60.8,0
kirana_merchant,14702.3,55,0.869,0.212,6,0.659,0.332,0.336,21.1,0
gig_worker,33058.76,41,1.086,0.557,1,0.675,0.0,0.264,78.9,0
freelancer,15420.73,43,1.071,0.63,1,0.901,0.0,0.106,42.7,0
gig_worker,33407.38,37,1.099,0.406,1,0.754,0.0,0.224,98.8,0
gig_worker,24508.66,60,0.651,0.539,0,0.483,0.0,0.103,99.0,0
gig_worker,21169.63,38,0.903,0.669,2,0.765,0.0,0.21,93.3,0
gig_worker,32673.63,54,0.804,0.472,0,0.914,0.0,0.149,81.4,0
kirana_merchant,23521.95,54,0.866,0.367,3,0.858,0.663,0.272,43.7,1
gig_worker,15610.24,47,0.754,0.76,4,0.238,0.0,0.316,61.3,1
freelancer,109172.72,43,0.624,0.891,0,0.253,0.0,0.025,69.4,0
gig_worker,21087.09,42,0.954,0.273,0,0.743,0.0,0.322,77.5,0
gig_worker,8876.79,38,1.083,0.812,0,0.985,0.0,0.105,92.3,0
gig_worker,17658.11,41,0.866,0.536,0,0.68,0.0,0.259,71.3,0
gig_worker,14276.38,50,0.765,0.458,15,0.548,0.0,0.094,79.2,1
gig_worker,40662.96,36,1.069,0.815,5,0.665,0.0,0.134,74.7,0
kirana_merchant,31597.28,53,0.782,0.828,3,0.564,0.783,0.223,33.3,0
kirana_merchant,32838.48,43,1.057,0.318,2,0.371,0.93,0.072,52.8,0
kirana_merchant,22359.1,40,1.028,0.387,7,0.424,0.806,0.097,80.1,0
kirana_merchant,23396.11,39,0.864,0.782,1,0.439,0.977,0.178,35.6,0
kirana_merchant,22348.95,53,0.938,0.493,6,0.679,0.527,0.059,40.6,0
gig_worker,25832.88,52,0.95,0.33,2,0.865,0.0,0.064,46.3,0
kirana_merchant,40850.19,43,0.921,0.87,3,0.241,0.881,0.241,53.9,1
freelancer,31825.96,54,0.68,0.274,15,0.618,0.0,0.35,45.0,0
kirana_merchant,34546.32,53,0.946,0.588,5,0.624,0.081,0.346,53.1,0
kirana_merchant,34536.76,45,0.602,0.442,13,0.969,0.055,0.184,39.7,1
gig_worker,41865.66,54,0.955,0.461,3,0.854,0.0,0.271,66.5,0
kirana_merchant,31072.39,43,0.877,0.185,7,0.513,0.002,0.226,47.1,1
kirana_merchant,32190.42,41,0.73,0.306,2,0.688,0.317,0.022,52.3,0
kirana_merchant,48747.2,34,1.002,0.234,1,0.725,0.851,0.318,43.8,0
freelancer,19292.6,49,0.803,0.7,0,0.736,0.0,0.279,28.9,0
gig_worker,17538.06,40,0.843,0.658,2,0.927,0.0,0.096,49.8,0
gig_worker,14869.08,34,0.614,0.735,0,0.665,0.0,0.34,85.6,0
kirana_merchant,29479.7,41,0.801,0.659,3,0.376,0.035,0.145,46.2,0
freelancer,10648.07,42,0.684,0.203,0,0.714,0.0,0.149,14.7,0
gig_worker,33896.84,46,0.738,0.883,2,0.388,0.0,0.24,80.7,1
gig_worker,25473.74,39,0.726,0.251,2,0.293,0.0,0.236,81.3,0
gig_worker,47444.69,36,0.623,0.38,0,0.687,0.0,0.242,65.2,0
gig_worker,19226.43,47,0.83,0.666,1,0.425,0.0,0.028,57.4,0
kirana_merchant,24302.65,46,0.861,0.212,9,0.703,0.123,0.13,60.7,0
kirana_merchant,47150.58,30,0.886,0.236,0,0.856,0.498,0.024,36.2,0
gig_worker,53721.46,44,0.831,0.801,11,0.317,0.0,0.132,39.0,1
gig_worker,19147.43,48,1.035,0.366,0,0.247,0.0,0.298,71.0,1
gig_worker,29463.0,48,0.619,0.632,1,0.268,0.0,0.107,74.0,0
gig_worker,31169.94,44,0.907,0.787,1,0.974,0.0,0.078,73.6,0
kirana_merchant,32429.59,42,1.033,0.879,2,0.271,0.875,0.325,32.5,1
freelancer,23593.16,54,0.621,0.268,3,0.939,0.0,0.095,36.9,0
freelancer,51056.68,41,0.848,0.198,2,0.98,0.0,0.177,46.6,0
gig_worker,10458.27,49,0.895,0.693,2,0.257,0.0,0.131,42.1,0
freelancer,21794.98,38,0.695,0.251,0,0.629,0.0,0.048,44.2,0
kirana_merchant,33656.63,36,0.726,0.564,0,0.759,0.366,0.095,57.6,0
kirana_merchant,33813.4,41,0.993,0.526,16,0.23,0.511,0.227,38.6,1
kirana_merchant,52911.69,44,0.884,0.548,0,0.614,0.368,0.047,22.6,0
gig_worker,48977.32,43,0.758,0.62,3,0.536,0.0,0.033,84.6,0
gig_worker,23323.79,41,0.982,0.781,3,0.607,0.0,0.073,90.0,1
gig_worker,51530.83,36,0.973,0.317,1,0.638,0.0,0.116,56.3,0
gig_worker,18825.72,31,0.773,0.544,3,0.773,0.0,0.255,69.6,0
gig_worker,42849.26,39,0.844,0.369,3,0.3,0.0,0.181,58.2,1
kirana_merchant,66520.22,43,0.932,0.355,2,0.995,0.676,0.184,34.0,0
kirana_merchant,49388.46,46,0.772,0.116,2,0.422,0.341,0.143,43.2,1
kirana_merchant,28364.26,35,0.915,0.58,2,0.984,0.446,0.279,58.8,0
gig_worker,22790.76,46,0.726,0.878,12,0.749,0.0,0.034,80.6,1
freelancer,12527.79,45,0.746,0.709,1,0.747,0.0,0.214,38.1,0
freelancer,31422.2,45,0.755,0.294,1,0.938,0.0,0.336,69.1,0
kirana_merchant,15404.14,45,1.068,0.673,0,0.909,0.942,0.209,23.2,0
freelancer,18095.76,50,1.017,0.338,3,0.382,0.0,0.264,27.5,0
kirana_merchant,14833.26,47,0.883,0.703,10,0.757,0.466,0.069,45.7,0
freelancer,21371.29,42,0.882,0.784,1,0.604,0.0,0.21,31.3,1
gig_worker,26529.57,26,0.628,0.367,0,0.594,0.0,0.124,69.1,0
gig_worker,30847.39,39,0.925,0.102,3,0.212,0.0,0.254,84.1,0
gig_worker,19925.32,54,0.764,0.344,5,0.621,0.0,0.079,59.6,0
gig_worker,45919.35,39,0.906,0.265,7,0.276,0.0,0.21,96.9,0
gig_worker,24243.34,29,1.02,0.595,7,0.415,0.0,0.19,59.2,1
kirana_merchant,18144.79,51,0.623,0.332,0,0.209,0.441,0.261,32.2,0
kirana_merchant,30126.07,45,0.904,0.129,2,0.521,0.655,0.241,62.2,1
kirana_merchant,71809.81,45,0.882,0.525,4,0.94,0.584,0.265,63.4,1
gig_worker,31811.41,36,0.703,0.8,0,0.842,0.0,0.325,67.5,0
freelancer,22439.37,40,0.923,0.461,13,0.246,0.0,0.209,54.7,0
kirana_merchant,12534.87,48,0.877,0.401,0,0.77,0.056,0.152,29.5,0
gig_worker,24107.88,40,0.984,0.243,7,0.782,0.0,0.185,45.3,0
kirana_merchant,30256.43,53,0.655,0.41,5,0.823,0.262,0.249,59.9,1
gig_worker,22163.67,38,0.822,0.365,2,0.726,0.0,0.098,50.8,1
gig_worker,11699.57,52,1.099,0.896,9,0.253,0.0,0.083,71.8,1
freelancer,17583.52,48,0.945,0.124,3,0.722,0.0,0.049,64.6,0
gig_worker,55674.04,32,0.942,0.291,1,0.372,0.0,0.152,58.8,0
kirana_merchant,55105.26,43,0.759,0.155,1,0.675,0.699,0.046,23.3,0
freelancer,17269.21,47,0.647,0.786,4,0.743,0.0,0.058,21.7,1
kirana_merchant,37660.93,43,1.075,0.434,0,0.285,0.855,0.31,24.3,1
gig_worker,14923.82,42,0.653,0.737,12,0.573,0.0,0.218,56.5,1
gig_worker,54293.41,42,1.096,0.654,5,0.386,0.0,0.334,50.5,1
gig_worker,30412.77,39,0.663,0.842,7,0.846,0.0,0.141,85.6,0
kirana_merchant,43252.95,53,0.685,0.119,0,0.945,0.049,0.139,17.1,0
kirana_merchant,11412.37,45,0.754,0.266,9,0.613,0.908,0.302,54.4,0
gig_worker,37752.94,46,0.856,0.662,3,0.644,0.0,0.211,48.9,0
freelancer,26800.16,48,0.995,0.568,2,0.263,0.0,0.207,38.3,1
kirana_merchant,41190.57,42,1.086,0.656,10,0.511,0.273,0.205,58.2,0
gig_worker,42507.42,48,0.779,0.56,3,0.316,0.0,0.288,71.5,0
kirana_merchant,27802.81,47,0.61,0.565,11,0.764,0.204,0.242,24.6,1
kirana_merchant,19922.1,40,0.908,0.846,4,0.967,0.285,0.082,43.3,1
gig_worker,39729.45,54,0.955,0.837,2,0.846,0.0,0.252,64.5,0
gig_worker,26106.06,48,0.799,0.13,0,0.51,0.0,0.199,69.4,0
freelancer,17389.25,43,0.692,0.431,3,0.731,0.0,0.059,16.7,0
kirana_merchant,16982.25,49,0.753,0.508,0,0.998,0.908,0.125,49.7,0
kirana_merchant,12854.1,38,0.928,0.386,0,0.233,0.147,0.272,39.6,0
kirana_merchant,20844.69,53,0.847,0.14,21,0.422,0.211,0.327,56.2,1
gig_worker,46692.84,42,0.972,0.478,0,0.263,0.0,0.176,86.5,0
gig_worker,29404.85,33,0.709,0.881,4,0.71,0.0,0.256,76.9,0
kirana_merchant,20642.68,36,1.021,0.158,0,0.874,0.687,0.036,38.8,0
gig_worker,40232.4,34,0.678,0.753,4,0.491,0.0,0.19,61.2,0
gig_worker,17743.27,47,0.765,0.257,3,0.515,0.0,0.187,59.8,0
freelancer,28216.87,49,0.896,0.561,3,0.435,0.0,0.348,41.0,0
freelancer,24592.21,39,0.968,0.41,12,0.651,0.0,0.349,43.8,1
kirana_merchant,39718.22,39,0.733,0.379,4,0.301,0.121,0.177,41.8,0
freelancer,12226.8,48,1.074,0.796,5,0.351,0.0,0.073,35.8,1
gig_worker,17586.75,40,0.953,0.879,4,0.265,0.0,0.188,52.6,0
freelancer,11859.41,35,0.709,0.409,1,0.315,0.0,0.244,38.1,0
gig_worker,23628.33,29,0.963,0.612,0,0.875,0.0,0.264,65.5,0
freelancer,49301.7,35,0.948,0.545,1,0.344,0.0,0.081,53.4,0
freelancer,20895.23,55,0.976,0.162,6,0.587,0.0,0.269,40.8,0
kirana_merchant,20840.59,48,1.058,0.133,3,0.759,0.872,0.334,39.1,0
freelancer,41600.28,43,0.956,0.719,3,0.351,0.0,0.077,41.9,1
kirana_merchant,45902.5,39,0.776,0.416,5,0.559,0.9,0.178,74.1,0
gig_worker,25737.76,48,0.995,0.346,0,0.371,0.0,0.305,84.2,0
kirana_merchant,37886.78,46,0.948,0.888,4,0.932,0.059,0.12,34.9,1
kirana_merchant,15701.68,42,0.887,0.168,1,0.229,0.531,0.042,52.2,0
gig_worker,53583.0,46,0.777,0.315,0,0.67,0.0,0.341,99.0,0
kirana_merchant,78775.17,39,1.061,0.785,6,0.905,0.462,0.257,58.0,0
freelancer,34912.77,41,0.856,0.432,1,0.829,0.0,0.069,34.1,0
gig_worker,9488.48,35,0.914,0.567,0,0.387,0.0,0.171,89.4,0
kirana_merchant,20350.99,44,0.808,0.139,2,0.63,0.541,0.214,15.3,0
freelancer,36549.13,43,0.99,0.836,5,0.25,0.0,0.323,20.2,1
freelancer,21791.13,32,0.771,0.21,0,0.423,0.0,0.116,7.8,0
freelancer,50822.75,46,1.005,0.271,9,0.508,0.0,0.29,12.3,0
kirana_merchant,36101.1,40,0.654,0.225,2,0.26,0.612,0.02,44.2,0
freelancer,18897.07,33,0.954,0.498,5,0.334,0.0,0.309,15.3,1
kirana_merchant,27340.72,46,0.838,0.753,3,0.875,0.504,0.271,27.9,0
gig_worker,17207.2,41,0.949,0.314,1,0.574,0.0,0.331,48.0,0
kirana_merchant,24555.9,48,0.866,0.214,6,0.954,0.7,0.151,51.4,0
kirana_merchant,20388.03,39,0.667,0.428,2,0.325,0.445,0.339,24.4,1
gig_worker,48406.09,46,0.838,0.885,3,0.736,0.0,0.283,84.2,0
kirana_merchant,77497.89,30,1.082,0.109,0,0.811,0.383,0.067,41.8,0
kirana_merchant,13153.01,38,0.977,0.503,16,0.821,0.317,0.096,66.3,0
gig_worker,10284.49,39,0.75,0.635,2,0.809,0.0,0.285,67.0,0
kirana_merchant,23799.36,48,1.072,0.745,3,0.334,0.449,0.171,57.9,0
kirana_merchant,12591.69,47,0.989,0.697,0,0.557,0.95,0.271,47.3,0
kirana_merchant,27532.04,43,0.782,0.16,1,0.913,0.979,0.171,53.7,0
gig_worker,39123.09,43,0.902,0.469,3,0.656,0.0,0.226,85.3,0
gig_worker,56787.47,51,0.813,0.163,4,0.499,0.0,0.132,74.6,0
gig_worker,29753.36,28,0.648,0.596,15,0.211,0.0,0.176,77.3,1
freelancer,24426.46,43,1.003,0.162,4,0.686,0.0,0.3,44.4,0
gig_worker,10004.67,40,0.696,0.139,0,0.916,0.0,0.185,49.4,0
kirana_merchant,27257.73,49,0.829,0.345,0,0.363,0.618,0.247,49.9,0
gig_worker,27879.41,49,0.951,0.851,0,0.996,0.0,0.088,83.7,0
gig_worker,37029.8,49,1.066,0.668,3,0.368,0.0,0.247,70.9,0
freelancer,18878.07,44,0.631,0.103,2,0.656,0.0,0.054,15.7,0
kirana_merchant,21643.79,28,0.797,0.328,4,0.584,0.711,0.222,52.0,0
gig_worker,12848.71,37,0.907,0.114,10,0.816,0.0,0.199,52.4,0
kirana_merchant,8555.71,48,0.99,0.335,6,0.592,0.485,0.158,17.1,0
gig_worker,15455.98,45,1.06,0.648,0,0.469,0.0,0.293,88.3,1
kirana_merchant,12269.07,53,0.6,0.708,2,0.968,0.701,0.211,52.4,0
kirana_merchant,31836.1,40,0.914,0.743,0,0.655,0.648,0.104,31.2,0
gig_worker,20763.11,40,0.603,0.828,3,0.235,0.0,0.189,77.9,1
gig_worker,20555.45,46,0.994,0.393,9,0.554,0.0,0.283,69.2,0
gig_worker,16445.27,30,0.675,0.79,4,0.601,0.0,0.303,83.3,0
freelancer,5343.93,47,1.047,0.682,3,0.227,0.0,0.122,81.8,1
freelancer,57191.2,53,0.678,0.53,1,0.746,0.0,0.046,22.7,0
gig_worker,16315.4,47,0.982,0.864,6,0.587,0.0,0.104,67.1,1
kirana_merchant,21890.1,38,0.745,0.858,1,0.291,0.309,0.314,25.1,1
gig_worker,12998.04,41,0.879,0.818,2,0.468,0.0,0.239,86.6,0
gig_worker,43737.68,45,0.904,0.262,17,0.601,0.0,0.338,68.8,1
kirana_merchant,28903.4,52,0.703,0.266,8,0.898,0.868,0.034,40.4,0
freelancer,17797.57,45,0.749,0.821,2,0.569,0.0,0.136,29.6,0
freelancer,22112.21,45,0.654,0.418,3,0.923,0.0,0.155,27.2,0
kirana_merchant,62260.97,44,0.603,0.738,7,0.805,0.436,0.13,35.6,0
gig_worker,25939.32,51,0.72,0.65,4,0.717,0.0,0.104,66.6,0
kirana_merchant,24566.36,46,0.858,0.71,9,0.698,0.372,0.171,56.6,0
gig_worker,16802.94,45,0.957,0.121,5,0.784,0.0,0.244,85.0,0
kirana_merchant,10432.79,53,0.997,0.444,2,0.555,0.842,0.08,46.5,1
gig_worker,24834.29,46,0.635,0.786,2,0.538,0.0,0.281,92.2,0
kirana_merchant,31657.89,53,0.736,0.492,3,0.375,0.946,0.091,54.1,0
gig_worker,46620.34,39,0.985,0.652,1,0.647,0.0,0.34,63.2,0
gig_worker,8740.75,58,0.84,0.705,7,0.755,0.0,0.278,84.3,0
freelancer,15328.24,48,0.691,0.197,2,0.413,0.0,0.127,50.0,0
gig_worker,20123.22,41,0.796,0.225,8,0.385,0.0,0.213,74.4,1
kirana_merchant,26856.4,44,0.735,0.68,11,0.349,0.569,0.146,39.5,0
gig_worker,25021.31,50,0.625,0.144,2,0.248,0.0,0.349,53.1,0
gig_worker,25315.08,49,0.982,0.374,1,0.933,0.0,0.178,65.4,0
gig_worker,32992.91,41,0.746,0.834,2,0.927,0.0,0.244,46.0,0
gig_worker,17126.01,55,1.073,0.559,11,0.322,0.0,0.23,67.1,1
freelancer,42919.04,41,1.044,0.828,3,0.853,0.0,0.12,36.7,0
gig_worker,33413.87,39,0.958,0.348,4,0.518,0.0,0.147,87.2,1
freelancer,22927.31,37,0.763,0.609,2,0.66,0.0,0.186,28.1,0
kirana_merchant,59901.33,39,0.74,0.329,1,0.633,0.64,0.102,48.0,0
kirana_merchant,58583.48,44,0.838,0.189,1,0.757,0.337,0.086,62.3,0
kirana_merchant,42892.3,51,0.777,0.893,6,0.685,0.384,0.339,25.8,1
kirana_merchant,5947.47,52,1.051,0.241,11,0.408,0.138,0.113,53.1,1
kirana_merchant,59247.13,49,0.662,0.251,4,0.504,0.82,0.133,17.5,0
gig_worker,40029.79,55,0.962,0.774,2,0.491,0.0,0.291,58.6,1
gig_worker,73365.15,42,0.905,0.742,7,0.945,0.0,0.279,59.9,1
freelancer,49947.73,36,1.003,0.882,1,0.236,0.0,0.071,25.6,1
freelancer,59229.28,46,0.871,0.157,4,0.826,0.0,0.073,25.3,0
freelancer,41744.69,44,0.915,0.175,7,0.557,0.0,0.076,41.1,1
kirana_merchant,52804.23,61,1.081,0.459,13,0.787,0.619,0.207,40.7,1
kirana_merchant,72915.89,32,0.646,0.573,0,0.445,0.149,0.291,27.4,0
kirana_merchant,29979.75,47,0.652,0.13,3,0.279,0.141,0.263,19.7,1
kirana_merchant,12257.4,37,0.797,0.227,3,0.844,0.955,0.147,54.9,0
gig_worker,23069.57,41,0.836,0.663,3,0.283,0.0,0.212,85.4,0
kirana_merchant,32694.85,43,0.7,0.635,1,0.851,0.026,0.252,43.8,0
gig_worker,27929.64,34,0.641,0.172,0,0.628,0.0,0.024,32.8,0
gig_worker,14425.01,42,0.611,0.845,0,0.744,0.0,0.292,64.9,0
freelancer,11902.05,36,0.982,0.304,4,0.413,0.0,0.279,25.8,0
gig_worker,18572.15,50,0.843,0.81,7,0.743,0.0,0.264,64.7,0
gig_worker,40290.45,40,1.022,0.838,16,0.914,0.0,0.338,90.4,1
gig_worker,59288.46,42,0.78,0.492,6,0.344,0.0,0.023,81.4,0
freelancer,42543.56,43,0.952,0.43,9,0.856,0.0,0.292,47.9,0
kirana_merchant,45647.93,48,0.844,0.323,0,0.663,0.212,0.175,61.0,0
kirana_merchant,25837.76,45,0.906,0.746,8,0.371,0.693,0.27,37.7,1
freelancer,11259.4,48,0.785,0.257,8,0.869,0.0,0.03,30.9,0
freelancer,21426.63,42,0.641,0.598,6,0.38,0.0,0.039,37.3,0
gig_worker,23638.16,40,1.074,0.554,2,0.904,0.0,0.062,64.0,0
kirana_merchant,20983.12,42,1.018,0.299,9,0.486,0.603,0.081,34.6,0
kirana_merchant,27649.07,43,0.756,0.886,4,0.76,0.898,0.067,57.5,0
kirana_merchant,33547.24,33,1.079,0.777,2,0.784,0.52,0.132,53.3,0
gig_worker,41212.94,46,0.75,0.116,0,0.597,0.0,0.122,42.9,0
freelancer,23410.5,43,0.821,0.438,2,0.87,0.0,0.091,33.2,1
kirana_merchant,10385.03,40,0.978,0.387,13,0.496,0.571,0.071,62.8,0
gig_worker,21132.37,55,0.755,0.806,0,0.882,0.0,0.243,83.0,0
kirana_merchant,27497.63,51,0.762,0.312,4,0.656,0.13,0.177,45.7,0
gig_worker,49583.03,45,0.805,0.899,10,0.233,0.0,0.334,93.4,0
gig_worker,20253.77,40,0.834,0.26,0,0.561,0.0,0.292,66.3,0
kirana_merchant,34761.71,41,0.662,0.295,4,0.854,0.246,0.268,40.2,0
gig_worker,31102.51,43,0.609,0.633,3,0.412,0.0,0.048,43.1,0
kirana_merchant,27500.25,40,1.06,0.229,3,0.77,0.99,0.32,43.8,0
kirana_merchant,42841.68,31,0.777,0.811,5,0.561,0.03,0.341,73.9,0
gig_worker,19333.21,45,0.651,0.188,4,0.448,0.0,0.044,71.8,0
freelancer,20179.18,43,0.98,0.887,10,0.912,0.0,0.297,39.2,0
gig_worker,26743.58,44,0.748,0.8,3,0.584,0.0,0.159,69.5,0
gig_worker,19534.29,45,0.691,0.772,5,0.804,0.0,0.125,78.4,0
gig_worker,34683.04,54,1.081,0.426,3,0.571,0.0,0.244,62.7,0
gig_worker,18833.71,43,1.06,0.511,2,0.444,0.0,0.124,96.9,0
gig_worker,30126.25,35,0.653,0.465,1,0.936,0.0,0.056,87.2,0
kirana_merchant,25588.89,52,1.05,0.89,2,0.308,0.803,0.25,55.3,0
freelancer,29955.34,40,1.045,0.128,10,0.664,0.0,0.237,53.6,0
gig_worker,21378.25,57,0.917,0.405,5,0.357,0.0,0.28,71.6,1
kirana_merchant,22707.62,40,0.865,0.875,2,0.292,0.143,0.205,33.4,0
kirana_merchant,28226.16,40,0.709,0.396,7,0.276,0.578,0.283,49.9,1
freelancer,29763.48,38,0.661,0.419,4,0.814,0.0,0.022,53.9,0
kirana_merchant,26846.72,53,0.903,0.605,2,0.409,0.464,0.274,39.5,0
gig_worker,63112.95,36,1.011,0.826,14,0.655,0.0,0.164,67.8,1
gig_worker,16393.36,46,0.944,0.336,14,0.594,0.0,0.209,73.7,0
kirana_merchant,26053.26,46,0.69,0.858,13,0.895,0.945,0.314,12.4,0
freelancer,12248.83,45,0.745,0.326,9,0.813,0.0,0.276,20.4,0
gig_worker,32404.12,56,0.873,0.752,7,0.756,0.0,0.235,64.0,0
gig_worker,15403.91,48,0.912,0.321,2,0.921,0.0,0.068,88.5,0
freelancer,23408.28,40,0.636,0.158,0,0.668,0.0,0.103,42.1,0
freelancer,22336.29,53,0.907,0.75,7,0.85,0.0,0.135,20.3,1
freelancer,30959.82,55,0.968,0.46,7,0.883,0.0,0.328,41.1,1
kirana_merchant,20406.41,43,0.691,0.413,10,0.843,0.223,0.275,45.6,0
gig_worker,19977.2,43,0.723,0.444,0,0.502,0.0,0.185,64.8,0
kirana_merchant,55156.41,45,0.729,0.589,6,0.844,0.564,0.27,34.2,0
kirana_merchant,31016.77,45,1.07,0.31,2,0.619,0.829,0.107,81.9,0
gig_worker,20322.31,50,0.804,0.29,2,0.474,0.0,0.069,47.1,0
kirana_merchant,23732.08,53,0.865,0.487,1,0.363,0.237,0.214,35.1,0
kirana_merchant,61247.45,58,0.962,0.129,0,0.754,0.849,0.16,57.0,0
gig_worker,23918.74,33,0.786,0.614,1,0.444,0.0,0.171,59.9,0
kirana_merchant,19060.28,47,0.653,0.758,13,0.411,0.749,0.076,35.2,1
kirana_merchant,19101.11,37,0.927,0.682,0,0.673,0.033,0.14,25.0,0
freelancer,20443.84,46,0.934,0.475,0,0.405,0.0,0.342,39.8,0
gig_worker,19985.28,54,0.73,0.552,11,0.455,0.0,0.046,77.1,0
gig_worker,14188.34,51,0.618,0.121,1,0.762,0.0,0.345,56.9,0
kirana_merchant,15335.11,30,0.933,0.83,5,0.738,0.601,0.22,67.1,0
gig_worker,17771.3,42,0.952,0.546,0,0.944,0.0,0.156,58.5,1
kirana_merchant,36162.77,48,0.613,0.353,2,0.839,0.207,0.021,51.3,0
kirana_merchant,22234.08,35,0.947,0.335,4,0.473,0.802,0.164,23.5,0
gig_worker,24256.0,48,1.069,0.628,2,0.571,0.0,0.168,79.8,1
kirana_merchant,50769.14,48,0.689,0.567,3,0.654,0.402,0.098,52.3,0
kirana_merchant,51405.66,49,0.861,0.25,2,0.519,0.751,0.303,32.3,0
gig_worker,23363.67,43,0.948,0.428,5,0.988,0.0,0.144,77.3,0
freelancer,19625.17,52,0.715,0.641,0,0.227,0.0,0.057,41.2,1
freelancer,17462.04,57,0.976,0.338,0,0.717,0.0,0.298,32.6,0
kirana_merchant,38039.79,57,1.034,0.507,5,0.693,0.559,0.237,57.2,0
kirana_merchant,24285.78,51,1.007,0.304,14,0.946,0.576,0.037,29.8,0
kirana_merchant,22175.7,40,0.729,0.157,1,0.921,0.088,0.044,63.8,0
freelancer,17910.95,59,1.002,0.411,7,0.935,0.0,0.342,44.2,0
kirana_merchant,18309.34,48,0.807,0.686,0,0.991,0.636,0.306,23.6,0
kirana_merchant,31572.1,54,0.733,0.271,2,0.462,0.098,0.311,52.9,0
freelancer,13936.7,46,0.684,0.704,2,0.592,0.0,0.052,32.8,0
gig_worker,44242.2,50,1.054,0.636,2,0.35,0.0,0.061,63.8,1
freelancer,20600.65,35,0.813,0.506,0,0.852,0.0,0.346,47.5,0
gig_worker,24963.8,42,1.033,0.877,4,0.659,0.0,0.347,86.6,0
gig_worker,13787.41,42,0.68,0.807,11,0.751,0.0,0.174,39.4,1
gig_worker,26737.36,46,0.983,0.551,12,0.249,0.0,0.261,71.2,0
freelancer,22830.2,36,0.655,0.546,6,0.247,0.0,0.263,34.0,0
freelancer,26237.89,30,0.609,0.322,7,0.26,0.0,0.347,28.1,0
kirana_merchant,56154.07,47,1.098,0.836,4,0.771,0.632,0.277,47.1,0
kirana_merchant,29402.91,50,0.637,0.817,2,0.495,0.607,0.126,60.7,0
kirana_merchant,18081.97,56,0.831,0.694,0,0.798,0.803,0.237,23.3,0
freelancer,18851.35,50,1.039,0.202,7,0.614,0.0,0.18,24.8,0
kirana_merchant,36227.2,55,1.01,0.663,0,0.353,0.301,0.166,32.3,1
gig_worker,51500.49,55,0.836,0.302,16,0.292,0.0,0.177,80.0,0
gig_worker,30975.72,48,0.905,0.251,9,0.942,0.0,0.317,64.0,0
